type,登録番号,施設名称,住所,fax,Web,LocName,fX,fY,iConf,iLvl
RKN,R0465,ひがきホテル,群馬県利根郡みなかみ町湯原７０１番地,0278-72-2552,http://www.higakihotel.co.jp/,群馬県/利根郡/みなかみ町/湯原/７０１番地,138.97008,36.77085,5,7
RKN,R1113,ホテル辰巳館,群馬県利根郡みなかみ町上牧２０５２,0278-72-3055,http://www.tatsumikan.com/,群馬県/利根郡/みなかみ町/上牧/２０５２番地,138.98444,36.73938,5,7
RKN,R1397,猿ケ京ホテル,群馬県利根郡みなかみ町猿ケ京１１７１番地,0278-66-1101,http://www.sarugakyo.net/,群馬県/利根郡/みなかみ町/猿ヶ京温泉,138.88315,36.72872,5,5
RKN,R1511,猿ケ京温泉長生館,群馬県利根郡みなかみ町猿ケ京温泉１１７８,0278-66-1131,http://www4.plala.or.jp/tyouseikan/,群馬県/利根郡/みなかみ町/猿ヶ京温泉,138.88315,36.72872,5,5
RKN,R1891,旅館たにがわ,群馬県利根郡水上町谷川５２４の１,0278-72-2468,http://www.ryokan-tanigawa.com/,群馬県/利根郡/みなかみ町/谷川/５２４番地,138.9541,36.79039,5,7
RKN,R2060,蔵やしき野の花畑,"群馬県利根郡みなかみ町猿ヶ京温泉107",0278-66-0641,http://www.kurayashiki.co.jp/,,,,,
RKN,R2067,洞元荘,群馬県利根郡みなかみ町藤原６１５８,0278-75-2211,,群馬県/利根郡/みなかみ町/藤原,139.07533,36.91399,5,5
RKN,R2130,金盛館,群馬県利根郡みなかみ町谷川５４４,0278-72-3260,http://www.seseragi.co.jp/,群馬県/利根郡/みなかみ町/谷川/５４４番地,138.95796,36.78521,5,7
RKN,R2138,水上山荘,群馬県利根郡みなかみ町谷川５５６,0278-72-3250,http://www.minakamisansou.co.jp/,群馬県/利根郡/みなかみ町/谷川/５５６番地,138.9523,36.79267,5,7
RKN,R2266,ホテル本伝,群馬県利根郡みなかみ町猿ヶ京温泉1180,0278-66-0321,http://www.yuzunoyado.com/,群馬県/利根郡/みなかみ町/猿ヶ京温泉,138.88315,36.72872,5,5
RKN,R2598,別邸  仙寿庵,群馬県利根郡みなかみ町谷川614,0278-20-4141,http://senjyuan.jp/,群馬県/利根郡/みなかみ町/谷川/６１４番地,138.95796,36.78521,5,7
RKN,R2562,新道山家,埼玉県さいたま市大宮区堀の内町3-110,048-641-0501,http://www.shindoyamaya.com/,埼玉県/さいたま市/大宮区/堀の内町/三丁目/１１０番地,139.63908,35.91484,5,7
RKN,R2003,ホテル美やま,埼玉県秩父市山田１２９４の１,0494-24-6311,http://www.miyama-onsen.com/,埼玉県/秩父市/山田/１２９４番地,139.10867,36.01503,5,7
RKN,R2082,和銅鉱泉旅館　ゆの宿　和どう,埼玉県秩父市黒谷８１３,0494-23-3611,http://www.wadoh.co.jp/,埼玉県/秩父市/黒谷/８１３番地,139.1062,36.04062,5,7
RKN,R2343,名栗温泉大松閣,埼玉県入間郡名栗村大字下名栗９１７番地の１,0429-79-0505,http://www.taishoukaku.com/,埼玉県/入間郡/名栗村,139.18135,35.88232,5,3
RKN,R1117,長生館,埼玉県秩父郡長瀞町大字長瀞４４９,0494-66-1113,http://www.choseikan.com/,埼玉県/秩父郡/長瀞町/長瀞,139.10228,36.09497,5,5
RKN,R0912,ホテルニュー大新,千葉県銚子市犬吠崎１０２９２番地,0479-22-5024,http://www.newdaishin.com/,千葉県/銚子市/犬吠埼/１０２９２番地,140.85933,35.70205,5,7
RKN,R1420,犬吠埼観光ホテル,千葉県銚子市長崎町１０２９６の１の２,0479-23-5111,http://www.inubou.co.jp/,千葉県/銚子市/長崎町/１０２９６番地,140.86258,35.69798,5,7
RKN,R1528,銚子暁館,千葉県銚子市犬吠崎１０２９３番地,0479-22-3600,https://www.gyoukeikan.com/,千葉県/銚子市/犬吠埼/１０２９３番地,140.86249,35.70078,5,7
RKN,R1398,ホテル海幸苑,千葉県館山市八幡８２２,0470-22-3855,,千葉県/館山市/八幡/８２２番地,139.85965,35.00369,5,7
RKN,R2680,ホテル洲の崎  風の抄,千葉県館山市洲崎１９８番地の１,0470-29-0301,http://sunosaki.com/,千葉県/館山市/洲崎/１９８番地,139.75932,34.97407,5,7
RKN,R2423,若松本店,千葉県成田市本町３５５番地,0476-22-1136,http://www.wakamatsuhonten.jp/,千葉県/成田市/本町/３５５番地,140.31818,35.78418,5,7
RKN,R1226,三日月シーパークホテル勝浦,千葉県勝浦市墨名８２０,0470-73-1111,http://www.mikazuki.co.jp/katuura/,千葉県/勝浦市/墨名/８２０番地,140.30971,35.14985,5,7
RKN,R0612,鴨川グランドホテル,千葉県鴨川市広場８２０,04709-2-2111,http://www.kgh.ne.jp/04/,千葉県/鴨川市/広場/８２０番地,140.1097,35.10951,5,7
RKN,R0800,満ちてくる心の宿　吉夢,千葉県鴨川市小湊１８２－２,04-7095-2111,http://www.kichimu.com/,千葉県/鴨川市/小湊/１８２番地,140.19687,35.12161,5,7
RKN,R0907,海光苑,千葉県鴨川市太海１１０,0470-92-2131,http://www.kaikoen.co.jp/,千葉県/鴨川市/太海,140.09065,35.08501,5,5
RKN,R1223,鴨川ユニバースホテル,千葉県鴨川市前原８６,0470-92-1361,http://www.kuh.co.jp/,千葉県/鴨川市/前原/８６番地,140.10385,35.10037,5,7
RKN,R1281,鴨川シーワールドホテル,千葉県鴨川市東町１４６４の１８,0470-92-2121,http://www.kamogawa-seaworld.jp/hotel/,千葉県/鴨川市/東町/１４６４番地,140.12245,35.11722,5,7
RKN,R1719,宿中屋,千葉県鴨川市天津３２８７,04-7094-1111,http://www.nakayahotel.com/,千葉県/鴨川市/天津/３２８７番地,140.17314,35.12119,5,7
RKN,R1871,鴨川館,千葉県鴨川市西町１１７９,04-7093-4111,http://www.kamogawakan.co.jp/,千葉県/鴨川市/西町,140.11534,35.12692,5,5
RKN,R1922,鴨川ホテル三日月,千葉県鴨川市内浦２７８１,04-7095-3111,http://www.mikazuki.co.jp/kamogawa/,千葉県/鴨川市/内浦/２７８１番地,140.19472,35.1241,5,7
RKN,R1613,亀山温泉ホテル,千葉県君津市豊田旧管間田６５番地,0439-39-2121,http://www.kameyamaonsen.jp/,千葉県/君津市/豊田旧菅間田,140.08351,35.22941,4,5
RKN,R0450,白浜ホテル南海荘,千葉県南房総市白浜町白浜623-13,0470-38-3500,http://www.nankaiso.jp/,千葉県/南房総市/白浜町白浜,139.89996,34.91785,5,5
RKN,R0734,ホテル千倉,千葉県南房総市千倉町瀬戸浜田２９８０の１２,0470-44-3111,http://www.hotelchikura.jp/relax.html,千葉県/南房総市/千倉町瀬戸,139.95892,34.98033,5,5
RKN,R1224,グランドホテル太陽,千葉県南房総市白浜町白浜３５３５の５,0470-38-3331,http://www.grandhoteltaiyo.co.jp/,千葉県/南房総市/白浜町白浜,139.89996,34.91785,5,5
RKN,R2609,スパラダイス夢みさき,千葉県安房郡千倉町瀬戸3137番地の1,0470-44-2000,http://www.yumemisaki.co.jp/,千葉県/安房郡/千倉町/瀬戸,139.95892,34.98033,5,0
RKN,R2676,潮の香の湯宿  浜紫,千葉県長生郡白子町中里４３７０番地の１４,0475-33-3115,http://www.hamamurasaki.jp/,千葉県/長生郡/白子町/中里/４３７０番地,140.39433,35.42832,5,7
RKN,R2693,秘湯の宿　滝見苑,千葉県夷隅郡大多喜町粟又５番地,0470-85-0101,http://www.takimi.co.jp/,千葉県/夷隅郡/大多喜町/粟又,140.18077,35.21268,5,5
RKN,R2747,渓谷別庭もちの木,千葉県夷隅郡大多喜町大田代１０５の１,0470-80-9000,http://www.mochinoki.jp/,千葉県/夷隅郡/大多喜町/大田代,140.16701,35.22789,5,5
RKN,R1418,ホテル江戸屋,東京都文京区湯島３丁目２０番３号,03-3833-8751,http://www2u.biglobe.ne.jp/~edoya/,東京都/文京区/湯島/三丁目/２０番,139.76762,35.7051,5,7
RKN,R2447,旅館浅草指月,東京都台東区浅草１丁目３１番１１号,03-3843-2345,http://www.shigetsu.com/j/index.html,東京都/台東区/浅草/一丁目/３１番,139.79601,35.71234,5,7
RKN,R2554,ホテル貞千代,東京都台東区浅草２丁目２０番１号,03-3842-6431,http://www.sadachiyo.co.jp/,東京都/台東区/浅草/二丁目/２０番,139.79327,35.71675,5,7
RKN,R2255,景雲荘,東京都渋谷区代々木２丁目４番２号,03-3370-0333,http://www.keiunsou.co.jp/,東京都/渋谷区/代々木/二丁目/４番,139.69873,35.68734,5,7
RKN,R2459,ホテル椿園,東京都大島町元町字神達５５０番地,04992-2-1111,,東京都/大島町/元町,139.37244,34.76086,5,5
RKN,R1917,八丈ビューホテル,東京都八丈町大賀郷４４２２の１,04996-2-3221,http://www.hachijo-v.co.jp/,東京都/八丈島/八丈町/大賀郷/４４２２番地,139.76753,33.11545,5,7
RKN,R1556,鶴ケ岡会館,神奈川県鎌倉市小町２の１２の２７,0467-24-1111,,神奈川県/鎌倉市/小町/二丁目/１２番,139.5531,35.32132,5,7
RKN,R2378,陣屋,神奈川県秦野市鶴巻北２丁目８番２４号,0463-77-1300,http://www.jinya-inn.com/,神奈川県/秦野市/鶴巻北/二丁目/８番,139.27684,35.38389,5,7
RKN,R2291,美登利園,神奈川県厚木市飯山５１５７番地,0462-41-2577,http://www.tanzawa.or.jp/~midorien/,神奈川県/厚木市/飯山/５１５７番地,139.30728,35.48643,5,7
RKN,R2307,玉翠楼,神奈川県厚木市七沢２６０７番地,046-248-0011,http://www.geocities.jp/gyokusuiro/greeting0511.html,神奈川県/厚木市/七沢/２６０７番地,139.28403,35.45406,5,7
RKN,R2323,中屋旅館,神奈川県厚木市七沢２７５０番地,046-248-0008,http://www9.ocn.ne.jp/~nakayar/,神奈川県/厚木市/七沢/２７５０番地,139.28204,35.44833,5,7
RKN,R2489,汐彩のお宿大内館,神奈川県中郡大磯町大磯１０８３番地,0463-61-0033,http://www.oouchikan.com/,神奈川県/中郡/大磯町/大磯/１０８３番地,139.31549,35.3081,5,7
RKN,R0092,仙郷楼,神奈川県足柄下郡箱根町仙石原１２８４番地,0460-84-8521,http://www.senkyoro.co.jp/,神奈川県/足柄下郡/箱根町/仙石原/１２８４番地,139.01546,35.2636,5,7
RKN,R0111,強羅花壇,神奈川県足柄下郡箱根町強羅１３００,0460-82-3331,http://www.gorakadan.com/index_japanese.html,神奈川県/足柄下郡/箱根町/強羅/１３００番地,139.03734,35.24704,5,7
RKN,R0239,箱根パークス吉野,神奈川県足柄下郡箱根町湯本茶屋１３９,0460-85-8111,http://www.pax-yoshino.com/,神奈川県/足柄下郡/箱根町/湯本茶屋/１３９番地,139.09477,35.22785,5,7
RKN,R0345,豊栄荘,神奈川県足柄下郡箱根町湯本茶屋２２７番地,0460-85-5763,http://www.hoeiso.jp/,神奈川県/足柄下郡/箱根町/湯本茶屋/２２７番地,139.08818,35.22589,5,7
RKN,R0590,あうら橘,神奈川県足柄下郡箱根町湯本５７４,0460-85-5541,https://www.aura-tachibana.com/,神奈川県/足柄下郡/箱根町/湯本/５７４番地,139.1013,35.22844,5,7
RKN,R0680,ホテル南風荘,神奈川県足柄下郡箱根町湯本茶屋１７９番地,0460-85-5505,http://www.nanpuso.co.jp/,神奈川県/足柄下郡/箱根町/湯本茶屋/１７９番地,139.09177,35.22519,5,7
RKN,R0731,箱根水明荘,神奈川県足柄下郡箱根町湯本７０２,0460-85-5381,http://www.suimeisou.com/,神奈川県/足柄下郡/箱根町/湯本/７０２番地,139.10272,35.2321,5,7
RKN,R0732,仙景,神奈川県足柄下郡箱根町湯本５９２,0460-85-5500,http://www.senkei.net/,神奈川県/足柄下郡/箱根町/湯本/５９２番地,139.09901,35.22897,5,7
RKN,R0981,吉池旅館,神奈川県足柄下郡箱根町湯本５９７,0460-85-5711,http://www.yoshiike.org/,神奈川県/足柄下郡/箱根町/湯本/５９７番地,139.069,35.2269,5,7
RKN,R1023,四季の湯座敷武蔵野別館,神奈川県足柄下郡箱根町宮の下蛇骨４２５の１,0460-82-4341,http://musasino.net/,神奈川県/足柄下郡/箱根町/宮ノ下,139.0614,35.24025,5,5
RKN,R1112,ホテル箱根パウエル,神奈川県足柄下郡箱根町仙石原イタリ１２４４,0460-84-8686,http://www.powell.jp/hakone/index.php,神奈川県/足柄下郡/箱根町/仙石原,139.00455,35.2606,5,5
RKN,R1547,箱根湯本ホテル,神奈川県足柄下郡箱根町湯本茶屋１８４,0460-85-8800,http://www.hakone-yumotohotel.com/,神奈川県/足柄下郡/箱根町/湯本茶屋/１８４番地,139.09476,35.22718,5,7
RKN,R1607,ホテルおくゆもと,神奈川県足柄下郡箱根町湯本茶屋２１１,0460-85-6271,http://www.okuyumoto.co.jp/,神奈川県/足柄下郡/箱根町/湯本茶屋/２１１番地,139.08818,35.22589,5,7
RKN,R1762,ホテルおかだ,神奈川県足柄下郡箱根町湯本茶屋１９１番地,0460-85-6000,http://www.hotel-okada.co.jp/,神奈川県/足柄下郡/箱根町/湯本茶屋/１９１番地,139.08818,35.22589,5,7
RKN,R2006,ホテル河鹿荘,神奈川県足柄下郡箱根町湯本６８８,0460-85-5561,http://www.kajikaso.co.jp/,神奈川県/足柄下郡/箱根町/湯本/６８８番地,139.10161,35.23121,5,7
RKN,R2168,和心亭豊月,神奈川県足柄下郡箱根町元箱根90番地の42,0460-83-7788,http://hakone-hougetu.com/,神奈川県/足柄下郡/箱根町/元箱根/９０番地,139.02629,35.20657,5,7
RKN,R2237,箱根湯の花プリンスホテル,神奈川県足柄下郡箱根町芦ノ湯９３,0460-83-5111,http://www.princehotels.co.jp/yunohana/index.html,神奈川県/足柄下郡/箱根町/芦之湯/９３番地,139.03606,35.21909,5,7
RKN,R2247,匠の宿佳松,神奈川県足柄下郡箱根町箱根５２１番地,0460-83-6661,http://www.hakone.co.jp/,神奈川県/足柄下郡/箱根町/箱根/５２１番地,139.03062,35.1898,5,7
RKN,R2322,ホテルはつはな,神奈川県足柄下郡箱根町須雲川２０番地１号,0460-85-7321,http://www.odakyu-hotel.co.jp/hatsuhana/,神奈川県/足柄下郡/箱根町/須雲川/２０番地,139.07492,35.22248,5,7
RKN,R2450,龍宮殿別館,神奈川県足柄下郡箱根町元箱根１３９番地,0460-83-1121,http://www.princehotels.co.jp/ryuguden/,神奈川県/足柄下郡/箱根町/元箱根/１３９番地,139.00996,35.21181,5,7
RKN,R2487,金湯苑,神奈川県足柄下郡箱根町湯本５２０番地１号,0460-85-5526,http://www.kintoen.com/,神奈川県/足柄下郡/箱根町/湯本/５２０番地,139.09901,35.22897,5,7
RKN,R2506,鶴井の宿  紫雲荘,神奈川県足柄下郡箱根町塔之沢９２番地,0460-85-8511,http://www.shiunso.co.jp/,神奈川県/足柄下郡/箱根町/塔之澤/９２番地,139.09267,35.23287,5,7
RKN,R2546,山の茶屋,神奈川県足柄下郡箱根町塔ノ沢１７１番地の１,0460-85-5493,http://www.yamanochaya.com/,神奈川県/足柄下郡/箱根町/塔之澤/１７１番地,139.09293,35.23359,5,7
RKN,R2671,武蔵野本館  箱根吟遊,神奈川県足柄下郡箱根町宮ノ下１００－１,0460-82-3355,http://www.hakoneginyu.co.jp/,神奈川県/足柄下郡/箱根町/宮ノ下/１００番地,139.06465,35.24266,5,7
RKN,R2705,ホテルグリーンプラザ箱根,神奈川県足柄下郡箱根町仙石原イタリ1244-2,0460-84-8611,http://www.hgp.co.jp/inf/Z11/hgp/,神奈川県/足柄下郡/箱根町/仙石原,139.00455,35.2606,5,5
RKN,R0210,青巒荘,神奈川県足柄下郡湯河原町宮上６７９,0465-63-3111,http://www.seiransou.co.jp/index.html,神奈川県/足柄下郡/湯河原町/宮上/６７９番地,139.06468,35.16634,5,7
RKN,R0412,大滝ホテル,神奈川県足柄下郡湯河原町宮上７５０番地１号,0465-62-7111,http://www.ootaki-hotel.com/,神奈川県/足柄下郡/湯河原町/宮上/７５０番地,139.06702,35.15571,5,7
RKN,R0595,山翠楼,神奈川県足柄下郡湯河原町宮上６７３,0465-63-1111,http://www.sansuirou.co.jp/,神奈川県/足柄下郡/湯河原町/宮上/６７３番地,139.06468,35.16634,5,7
RKN,R1520,ふきや旅館,神奈川県足柄下郡湯河原町宮上３９８の１,0465-62-1000,http://www.yugawarafukiya.com/,神奈川県/足柄下郡/湯河原町/宮上/３９８番地,139.08012,35.14377,5,7
RKN,R1870,ホテル城山,神奈川県足柄下郡湯河原町城堀２０７,0465-63-0151,http://www.hotel-shiroyama.com/index.html,神奈川県/足柄下郡/湯河原町/城堀/２０７番地,139.10481,35.14636,5,7
RKN,R2122,ホテルあかね,神奈川県足柄下郡湯河原町宮下７０５番地,0465-63-2255,http://www.hotel-akane.com/,神奈川県/足柄下郡/湯河原町/宮下/７０５番地,139.09377,35.14967,5,7
RKN,R2254,伊藤屋,神奈川県足柄下郡湯河原町宮上４８８番地,0465-62-2004,http://www.itouya-net.jp/,神奈川県/足柄下郡/湯河原町/宮上/４８８番地,139.07541,35.14685,5,7
RKN,R2444,おんやど惠,神奈川県足柄下郡湯河原町宮上３６１番地,0465-63-3001,http://www.onyadomegumi.co.jp/,神奈川県/足柄下郡/湯河原町/宮上/３６１番地,139.08012,35.14377,5,7
RKN,R2643,白雲荘,神奈川県足柄下郡湯河原町宮上７１６－１,0465-62-2341,http://www.hakuunsou.com/,神奈川県/足柄下郡/湯河原町/宮上/７１６番地,139.0663,35.14435,5,7
RKN,R2296,宮ヶ瀬Ｒｅｓｏｒｔ旅館みはる,神奈川県愛甲郡清川村宮ヶ瀬９４０番地１６,046-288-2727,http://www.miyagase.com/miharu/,神奈川県/愛甲郡/清川村/宮ヶ瀬,139.21457,35.50007,5,5
RKN,R0006,常磐ホテル,山梨県甲府市湯村２丁目５番２１号,055-254-3111,http://www.tokiwa-hotel.co.jp/yumura/index.html,山梨県/甲府市/湯村/二丁目/５番,138.54807,35.67844,5,7
RKN,R2580,ホテル鐘山苑,山梨県富士吉田市上吉田６２７０番地,0555-22-3168,http://www.kaneyamaen.com/,山梨県/富士吉田市/上吉田,138.75316,35.4264,5,5
RKN,R1819,川浦温泉山県館,山梨県山梨市三富川浦1140,0553-39-2111,http://www.yamagatakan.com/,山梨県/山梨市/三富川浦,138.78159,35.8471,5,5
RKN,R2252,真木温泉,山梨県大月市大月町真木５３５３番地,0554-22-0146,http://magionsen.com/,山梨県/大月市/大月町真木,138.87419,35.63889,5,5
RKN,R2219,ホテル神の湯温泉,山梨県甲斐市龍地１７番,0551-28-5000,http://www.kaminoyu-onsen.com/,山梨県/甲斐市/龍地/１７番地,138.51691,35.68221,5,7
RKN,R0694,石和常磐ホテル,山梨県笛吹市石和町川中島1607-14,055-262-6111,http://www.isawa-tokiwa-hotel.com/,山梨県/笛吹市/石和町川中島/１６０７番地,138.64798,35.65836,5,7
RKN,R0794,ホテル花いさわ,山梨県笛吹市石和町松本１４０９番地,055-262-4166,http://www.hana-isawa.com/index.html,山梨県/笛吹市/石和町松本/１４０９番地,138.63863,35.65721,5,7
RKN,R0878,ホテルふじ,山梨県笛吹市石和町川中島１９２番地,0552-62-4524,http://www.hotel-fuji.jp/,山梨県/笛吹市/石和町川中島/１９２番地,138.6506,35.65763,5,7
RKN,R1033,ホテル八田,山梨県笛吹市石和町川中島１６０７番地,055-262-3101,http://www.hotel-hatta.co.jp/,山梨県/笛吹市/石和町川中島/１６０７番地,138.64798,35.65836,5,7
RKN,R1338,ホテル石風,山梨県笛吹市石和町八田１９５番地,0552-62-2151,http://www.hotel-sekifu.co.jp/,山梨県/笛吹市/石和町八田/１９５番地,138.63937,35.6532,5,7
RKN,R1367,ホテルかげつ,山梨県笛吹市石和町川中島３８５番地,055-262-4526,http://www.isawa-kagetsu.com/,山梨県/笛吹市/石和町川中島/３８５番地,138.64868,35.65736,5,7
RKN,R1436,ホテル石庭,山梨県笛吹市石和町窪中島５８７番地,055-262-4155,http://www.hotel-sekitei.co.jp/,山梨県/笛吹市/石和町窪中島/５８７番地,138.62625,35.64689,5,7
RKN,R1604,ホテル甲斐路,山梨県笛吹市石和町川中島１６０７番地４０,0552-62-7373,http://www.kaiji.co.jp/,山梨県/笛吹市/石和町川中島/１６０７番地,138.64798,35.65836,5,7
RKN,R1637,ホテル新光,山梨県笛吹市石和町八田９７番地,055-263-0711,http://www.hotel-sinko.co.jp/,山梨県/笛吹市/石和町八田/９７番地,138.6424,35.65498,5,7
RKN,R1644,ホテル千石,山梨県笛吹市石和町川中島５４５番地,055-262-1059,http://www.hotel-sengoku.co.jp/,山梨県/笛吹市/石和町川中島/５４５番地,138.64536,35.65668,5,7
RKN,R1851,ホテル古柏園,山梨県笛吹市石和町市部822,055-262-5890,http://www.kohakuen.co.jp/,山梨県/笛吹市/石和町市部/８２２番地,138.63457,35.65228,5,7
RKN,R1911,華やぎの章  慶山,山梨県笛吹市石和町市部８２２番地,055-262-2161,http://www.keizan.com/,山梨県/笛吹市/石和町市部/８２２番地,138.63457,35.65228,5,7
RKN,R1935,ホテル甲子園,山梨県笛吹市石和町市部９７７番地７,0552-63-3211,http://www.hotel-koushien.jp/,山梨県/笛吹市/石和町市部/９７７番地,138.62997,35.64904,5,7
RKN,R1987,ホテル花京,山梨県笛吹市石和町川中島１１６,055-263-4455,http://www.kakyo.co.jp/,山梨県/笛吹市/石和町川中島/１１６番地,138.65451,35.65651,5,7
RKN,R2081,ホテル平安,山梨県笛吹市石和町川中島５３８,055-263-5811,http://www.hotel-heian.net/,山梨県/笛吹市/石和町川中島/５３８番地,138.64536,35.65668,5,7
RKN,R2209,石和びゅーほてる,山梨県笛吹市石和町川中島１６０７,055-262-3193,http://www.i-view.jp/,山梨県/笛吹市/石和町川中島/１６０７番地,138.64798,35.65836,5,7
RKN,R2335,ホテル春日居,山梨県笛吹市春日居町小松８５５,0553-20-2000,http://www.hotel-kasugai.com/,山梨県/笛吹市/春日居町小松/８５５番地,138.65434,35.66054,5,7
RKN,R2401,京水荘,山梨県笛吹市石和町川中島367 ,055-262-2171,http://www.kyosuiso.com/,山梨県/笛吹市/石和町川中島/３６７番地,138.64868,35.65736,5,7
RKN,R2586,石和名湯館  糸柳,山梨県笛吹市石和町駅前１３の８,0552-62-3141,http://www.itoyanagi.co.jp/,山梨県/笛吹市/石和町駅前/１３番,138.63623,35.65473,5,7
RKN,R2613,慶雲館,山梨県南巨摩郡早川町湯島825,0556-48-2111,http://www.keiunkan.co.jp/,山梨県/南巨摩郡/早川町/湯島,138.30539,35.536,5,5
RKN,R0736,下部ホテル,山梨県南巨摩郡身延町上之平１９００番地,0556-36-0311,http://www.shimobe.co.jp/,山梨県/南巨摩郡/身延町/上之平,138.46599,35.42701,5,5
RKN,R2230,ホテル守田,山梨県南巨摩郡身延町下部990 ,0556-36-0111,http://iyasu.com/,山梨県/南巨摩郡/身延町/下部,138.48183,35.41717,5,5
RKN,R0464,芙蓉閣ホテルこなや,山梨県南都留郡山中湖村平野向切結５０６,0555-62-2520,,山梨県/南都留郡/山中湖村/平野,138.89177,35.42464,5,5
RKN,R2742,富士松園ホテル,山梨県南都留郡山中湖村山中字藪木１９５,0555-62-5210,,山梨県/南都留郡/山中湖村/山中,138.84741,35.42785,5,5
RKN,R0228,河口湖ホテル,山梨県南都留郡河口湖町船津１９７,0555-72-1313,http://kawaguchikohotel.com/,山梨県/南都留郡/河口湖町,138.75493,35.4973,5,3
RKN,R1411,富士レークホテル,山梨県南都留郡富士河口湖町船津１番地,0555-72-2209,http://www.fujilake.co.jp/index.php,山梨県/南都留郡/富士河口湖町/船津/１番地,138.76572,35.50418,5,7
RKN,R1626,若草の宿  丸栄,山梨県南都留郡富士河口湖町小立４９８,0555-72-1371,http://www.maruei55.com/,山梨県/南都留郡/富士河口湖町/小立/４９８番地,138.75038,35.51129,5,7
RKN,R1764,うぶや,山梨県南都留郡富士河口湖町浅川１０番地,0555-72-1145,http://www.ubuya.co.jp/,山梨県/南都留郡/富士河口湖町/浅川/１０番地,138.76854,35.51326,5,7
RKN,R1777,ホテル美富士園,山梨県南都留郡富士河口湖町浅川２０７,0555-72-1044,http://www.mifujien.co.jp/,山梨県/南都留郡/富士河口湖町/浅川/２０７番地,138.77216,35.51356,5,7
RKN,R1793,風のテラスＫＵＫＵＮＡ,山梨県南都留郡富士河口湖町浅川６１番地,0555-72-1162,http://kukuna.jp/,山梨県/南都留郡/富士河口湖町/浅川/６１番地,138.77216,35.51356,5,7
RKN,R1885,大屋ホテル,山梨県南都留郡河口湖町船津４０３１,0555-72-1212,,山梨県/南都留郡/河口湖町,138.75493,35.4973,5,3
RKN,R1926,湖南荘,山梨県南都留郡河口湖町船津４０２０の２,0555-72-2166,http://www.konansou.com/,山梨県/南都留郡/河口湖町,138.75493,35.4973,5,3
RKN,R1934,レイクランドホテル,山梨県南都留郡河口湖町小立１０７０,0555-72-1831,http://www.mizunosato.jp/,山梨県/南都留郡/河口湖町,138.75493,35.4973,5,3
RKN,R1938,静岳ホテル,山梨県南都留郡富士河口湖町浅川１０８１の１,0555-72-2156,,山梨県/南都留郡/富士河口湖町/浅川/１０８１番地,138.7724,35.50471,5,7
RKN,R2030,大池ホテル,山梨県南都留郡河口湖町船津６７１３番地１０３号,0555-72-2563,http://www.ooike-hotel.co.jp/,山梨県/南都留郡/河口湖町,138.75493,35.4973,5,3
RKN,R2066,サニーデ　リゾート,山梨県南都留郡富士河口湖町大石２５４９の１,0555-76-6004,http://www.sunnide.com/,山梨県/南都留郡/富士河口湖町/大石/２５４９番地,138.74779,35.5318,5,7
RKN,R2165,富士の宿　おおはし,山梨県南都留郡河口湖町小立1168,0555-72-0500,http://www.hotel-ohashi.com/,山梨県/南都留郡/河口湖町,138.75493,35.4973,5,3
RKN,R2597,秀峰閣  湖月,山梨県南都留郡富士河口湖町河口２３０７,0555-76-8888,http://www.kogetu.com/,山梨県/南都留郡/富士河口湖町/河口/２３０７番地,138.76233,35.52581,5,7
RKN,R2645,ホテル湖龍,山梨県南都留郡河口湖町浅川６３０番地の１,0555-72-2511,http://www.hotel-koryu.jp/,山梨県/南都留郡/河口湖町,138.75493,35.4973,5,3
RKN,R2661,山岸旅館,山梨県南都留郡河口湖町船津４０３０番地の１,0555-72-2218,http://www.yamagisi.jp/,山梨県/南都留郡/河口湖町,138.75493,35.4973,5,3
RKN,R2679,足和田ホテル,山梨県南都留郡富士河口湖町長浜３９５番地,0555-82-2321,http://www.asiwadahotel.co.jp/,山梨県/南都留郡/富士河口湖町/長浜/３９５番地,138.71707,35.51084,5,7
RKN,R2709,ロイヤルホテル河口湖,山梨県南都留郡富士河口湖町船津６７１３－２２,0555-73-2228,http://royalhotel-kawaguchiko.com/,山梨県/南都留郡/富士河口湖町/船津/６７１３番地,138.76015,35.50565,5,7
RKN,R2716,四季の宿ぽぷら,山梨県南都留郡富士河口湖町船津６７１３－１９,0555-83-3776,http://www.popura3776.jp/,山梨県/南都留郡/富士河口湖町/船津/６７１３番地,138.76015,35.50565,5,7
RKN,R2762,箱根高原ホテル,神奈川県足柄下郡箱根町元箱根１６４番地,0460-84-8595,http://www.hakonekogenhotel.jp/,神奈川県/足柄下郡/箱根町/元箱根/１６４番地,139.002,35.24169,5,7
RKN,R2760,河口湖温泉寺,山梨県南都留郡富士河口湖町船津６６７７番地外１６筆,0555-72-6111,http://www.onsenji.com/,山梨県/南都留郡/富士河口湖町/船津/６６７７番地,138.76015,35.50565,5,7
RKN,R0147,新潟大野屋旅館,新潟県新潟市中央区古町通６番町９８１,025-229-2951,,新潟県/新潟市/中央区/古町通六番町/９８１番地,139.04468,37.92077,5,7
RKN,R2202,割烹の宿湖畔,新潟県新潟市紫竹山７丁目５－１３,025-247-3355,http://www.kappo-kohan.com/,新潟県/新潟市/中央区/紫竹山/七丁目/５番,139.06418,37.89595,5,7
